iter	Passed	Remaining
628	213065	125671
629	213422	125343
630	213701	124969
631	214090	124660
632	214370	124287
633	214712	123950
634	215015	123591
635	215455	123311
636	215773	122960
637	216138	122636
638	216595	122364
639	216932	122024
640	217254	121675
641	217556	121316
642	217884	120971
643	218206	120623
644	218543	120283
645	218883	119945
646	219248	119621
647	219623	119301
648	219946	118954
649	220302	118624
650	220655	118293
651	220984	117948
652	221316	117606
653	221661	117270
654	221966	116913
655	222332	116588
656	222697	116263
657	223031	115922
658	223334	115564
659	223649	115213
660	224013	114887
661	224318	114531
662	224723	114226
663	225074	113893
664	225444	113569
665	225787	113232
666	226133	112897
667	226541	112592
668	226904	112264
669	227206	111907
670	227560	111575
671	228004	111287
672	228282	110918
673	228604	110571
674	228946	110233
675	229266	109885
676	229629	109557
677	229995	109231
678	230307	108879
679	230664	108548
680	230993	108203
681	231337	107866
682	231715	107545
683	232091	107223
684	232448	106892
685	232795	106556
686	233165	106231
687	233604	105936
688	233948	105599
689	234347	105286
690	234774	104985
691	235103	104641
692	235406	104285
693	235731	103939
694	236050	103590
695	236377	103245
696	236698	102897
697	237016	102548
698	237386	102222
699	237739	101888
700	238084	101551
701	238470	101231
702	238806	100889
703	239143	100548
704	239463	100201
705	239827	99871
706	240155	99526
707	240478	99180
708	240808	98836
709	241159	98501
710	241459	98146
711	241699	97766
712	242078	97442
713	242457	97118
714	242820	96788
715	243189	96460
716	243529	96120
717	243867	95780
718	244215	95444
719	244566	95109
720	244928	94778
721	245244	94429
722	245603	94097
723	245964	93765
724	246308	93427
725	246677	93098
726	247096	92788
727	247445	92452
728	247809	92121
729	248172	91789
730	248527	91455
731	248889	91123
732	249239	90786
733	249619	90461
734	249978	90128
735	250308	89784
736	250668	89451
737	250969	89097
738	251340	88768
739	251653	88418
740	252067	88104
741	252426	87770
742	252784	87437
743	253150	87105
744	253607	86805
745	253947	86464
746	254309	86131
747	254666	85796
748	255013	85458
749	255410	85136
750	255764	84800
751	256123	84466
752	256457	84123
753	256841	83797
754	257164	83450
755	257534	83119
756	257845	82769
757	258152	82417
758	258528	82088
759	258879	81751
760	259245	81418
761	259601	81083
762	259917	80734
763	260344	80420
764	260641	80066
765	261007	79733
766	261396	79407
767	261712	79058
768	262077	78725
769	262454	78395
770	262766	78045
771	263150	77718
772	263466	77369
773	263827	77034
774	264227	76711
775	264581	76374
776	264961	76044
777	265286	75698
778	265615	75354
779	266000	75025
780	266284	74668
781	266654	74335
782	267030	74004
783	267330	73652
784	267670	73311
785	268015	72971
786	268383	72637
787	268810	72319
788	269217	71996
789	269598	71665
790	270005	71341
791	270343	70999
792	270783	70683
793	271275	70381
794	271645	70046
795	271914	69686
796	272270	69348
797	272586	69000
798	272917	68656
799	273257	68314
800	273611	67975
801	273963	67636
802	274328	67301
803	274683	66962
804	275013	66618
805	275396	66286
806	275798	65959
807	276093	65606
808	276439	65265
809	276816	64932
810	277200	64600
811	277570	64265
812	277897	63919
813	278216	63572
814	278608	63242
815	278922	62894
816	279276	62555
817	279646	62219
818	279994	61879
819	280491	61571
820	280809	61224
821	281223	60897
822	281572	60557
823	281945	60221
824	282348	59892
825	282690	59549
826	283167	59235
827	283487	58888
828	283882	58557
829	284226	58215
830	284599	57878
831	284962	57540
832	285335	57204
833	285714	56868
834	286026	56520
835	286385	56180
836	286716	55835
837	287060	55493
838	287448	55159
839	287830	54824
840	288195	54486
841	288558	54147
842	288920	53808
843	289326	53477
844	289632	53127
845	290006	52790
846	290373	52452
847	290728	52111
848	291091	51772
849	291458	51433
850	291845	51098
851	292192	50756
852	292553	50416
853	292823	50061
854	293149	49715
855	293606	49391
856	293959	49050
857	294312	48709
858	294639	48363
859	295027	48027
860	295416	47692
861	295754	47348
862	296160	47014
863	296525	46675
864	296851	46329
865	297216	45989
866	297522	45640
867	297911	45304
868	298261	44962
869	298555	44611
870	298972	44279
871	299327	43937
872	299647	43591
873	299993	43248
874	300375	42910
875	300719	42567
876	301086	42227
877	301431	41884
878	301799	41544
879	302296	41222
880	302660	40881
881	303039	40542
882	303436	40206
883	303947	39884
884	304341	39547
885	304774	39214
886	305205	38881
887	305562	38539
888	305897	38194
889	306243	37850
890	306626	37511
891	307038	37175
892	307359	36828
893	307708	36484
894	308034	36138
895	308356	35791
896	308695	35446
897	309011	35099
898	309384	34758
899	309800	34422
900	310176	34081
901	310527	33738
902	310852	33391
903	311190	33046
904	311552	32704
905	311907	32361
906	312278	32019
907	312635	31676
908	313002	31334
909	313313	30987
910	313684	30645
911	314032	30301
912	314418	29961
913	314742	29614
914	315080	29269
915	315443	28927
916	315801	28584
917	316136	28238
918	316479	27894
919	316862	27553
920	317176	27206
921	317573	26866
922	317921	26522
923	318284	26179
924	318655	25836
925	319073	25498
926	319398	25152
927	319779	24810
928	320119	24465
929	320452	24120
930	320844	23778
931	321162	23432
932	321493	23086
933	321860	22743
934	322171	22396
935	322495	22050
936	322823	21705
937	323189	21362
938	323547	21018
939	323883	20673
940	324201	20327
941	324542	19982
942	324920	19639
943	325318	19298
944	325680	18954
945	326022	18610
946	326396	18267
947	326768	17924
948	327256	17587
949	327809	17253
950	328247	16912
951	328693	16572
952	329248	16237
953	329630	15894
954	330029	15551
955	330434	15208
956	330896	14867
957	331332	14526
958	331740	14182
959	332123	13838
960	332513	13494
961	332863	13148
962	333216	12802
963	333625	12459
964	333980	12113
965	334306	11766
966	334666	11420
967	335060	11076
968	335420	10730
969	335776	10384
970	336140	10039
971	336521	9694
972	336870	9347
973	337236	9002
974	337586	8656
975	338005	8311
976	338387	7966
977	338783	7620
978	339179	7275
979	339582	6930
980	339981	6584
981	340344	6238
982	340738	5892
983	341094	5546
984	341504	5200
985	341944	4855
986	342380	4509
987	342743	4162
988	343084	3815
989	343447	3469
990	343794	3122
991	344180	2775
992	344546	2428
993	344922	2082
994	345271	1735
995	345632	1388
996	345999	1041
997	346355	694
998	346709	347
999	347154	0
