iter	RMSE
0	0.4083057968
1	0.3923736069
2	0.3773017389
3	0.3627617363
4	0.3487394979
5	0.3358664336
6	0.3234682262
7	0.3114031528
8	0.2998951307
9	0.2890446779
10	0.2787284449
11	0.2688610566
12	0.2593632608
13	0.250429083
14	0.2419239418
15	0.2341863306
16	0.226933625
17	0.2195937815
18	0.2124039705
19	0.2057583326
20	0.1993798453
21	0.1937648695
22	0.1880913883
23	0.1826813652
24	0.1776604805
25	0.1727870342
26	0.1680134077
27	0.1635224733
28	0.1591877858
29	0.1551520974
30	0.1513847362
31	0.1478727076
32	0.1444137311
33	0.1411588955
34	0.1380351353
35	0.1349648532
36	0.1320727232
37	0.1292931258
38	0.1266662782
39	0.1241668896
40	0.1217379603
41	0.1195101133
42	0.1174174587
43	0.1154002298
44	0.1134959968
45	0.1117258475
46	0.1099089045
47	0.1082672467
48	0.1066301204
49	0.1050373928
50	0.1035428607
51	0.1020446042
52	0.1005336348
53	0.09922482002
54	0.09797697087
55	0.09683135655
56	0.09572752161
57	0.09465253203
58	0.09367480224
59	0.09267387929
60	0.09164343252
61	0.09070580499
62	0.08987727247
63	0.08905388406
64	0.08830471124
65	0.08760585639
66	0.08682386736
67	0.08613291905
68	0.085482225
69	0.08487534503
70	0.0843028005
71	0.08372547348
72	0.08307020429
73	0.08256956948
74	0.08206590774
75	0.08161059388
76	0.08108285354
77	0.08052951838
78	0.0801230426
79	0.07971651094
80	0.07923697928
81	0.07888265227
82	0.07844684725
83	0.07810505464
84	0.07770729997
85	0.07737916898
86	0.07699867121
87	0.07668839445
88	0.07639362703
89	0.07610693294
90	0.07585436662
91	0.07554423129
92	0.07528539572
93	0.07504978621
94	0.07480565677
95	0.07453922694
96	0.07429834864
97	0.07403732421
98	0.07380392007
99	0.07359419884
100	0.07340922199
101	0.07321977329
102	0.07302849422
103	0.0728287176
104	0.07265918966
105	0.07242465551
106	0.07225578311
107	0.07210656217
108	0.07195223946
109	0.07180401222
110	0.07163949512
111	0.07149616631
112	0.07136005432
113	0.07121144603
114	0.0710876972
115	0.07094173417
116	0.07082501569
117	0.07068819186
118	0.07056141594
119	0.07045029716
120	0.07034818917
121	0.07022609864
122	0.07011076609
123	0.07001008321
124	0.0699083209
125	0.06981807648
126	0.06974091685
127	0.06960147533
128	0.06951333486
129	0.06940731674
130	0.06931562875
131	0.06922866717
132	0.06911691384
133	0.06901689817
134	0.06887153998
135	0.06877501711
136	0.06869683768
137	0.06858531795
138	0.06849636147
139	0.06842684993
140	0.06832358955
141	0.06825323827
142	0.06818653323
143	0.06811513257
144	0.0680463542
145	0.06794164091
146	0.0678713846
147	0.06776520539
148	0.06769567774
149	0.06763068584
150	0.06755931726
151	0.06746634228
152	0.06739423224
153	0.06732217812
154	0.06725757617
155	0.06717179023
156	0.06711198849
157	0.06705191231
158	0.06699793705
159	0.06693896796
160	0.06688439927
161	0.06683741017
162	0.06678298606
163	0.06672406617
164	0.0666868864
165	0.06662675806
166	0.06657744331
167	0.06653035976
168	0.06646858912
169	0.06642190741
170	0.06637579447
171	0.0663350612
172	0.06628262123
173	0.06624040026
174	0.06619001842
175	0.06613900724
176	0.06604312579
177	0.06599796256
178	0.06590785192
179	0.06587348941
180	0.06582917654
181	0.06578975665
182	0.06574662209
183	0.06570524676
184	0.06566724854
185	0.06561314847
186	0.0655757053
187	0.06553820235
188	0.06550701094
189	0.06546918301
190	0.06542968715
191	0.06539486304
192	0.06534694022
193	0.06530150096
194	0.06523428938
195	0.06519832193
196	0.06515421101
197	0.0651159888
198	0.06506938629
199	0.06503884768
200	0.0650102834
201	0.06498078562
202	0.0649475448
203	0.06490888691
204	0.06486200072
205	0.06483395671
206	0.06480372327
207	0.06477518506
208	0.06472576004
209	0.0647005922
210	0.0646644065
211	0.06463401324
212	0.06459244832
213	0.06456527547
214	0.06453297872
215	0.06450542387
216	0.06448138248
217	0.06443577258
218	0.06441124589
219	0.06438249708
220	0.06433686088
221	0.06431326771
222	0.06425589263
223	0.0642226351
224	0.06418857254
225	0.06415698195
226	0.06412822248
227	0.06409875409
228	0.06407233501
229	0.06404571456
230	0.06402265446
231	0.06399640215
232	0.06396571145
233	0.06394522476
234	0.06392695257
235	0.06390658049
236	0.06388233915
237	0.06385682229
238	0.0638063986
239	0.0637569042
240	0.06373234164
241	0.06371257497
242	0.06368919257
243	0.0636570536
244	0.06363554436
245	0.06361669486
246	0.06359033197
247	0.06355997809
248	0.06353478801
249	0.06350640675
250	0.06348749597
251	0.06346852913
252	0.06344669882
253	0.06342877383
254	0.06340651784
255	0.06338612385
256	0.06333975199
257	0.0633200395
258	0.06329675351
259	0.06327348469
260	0.06325488233
261	0.06323530464
262	0.06322043463
263	0.0632023786
264	0.0631854609
265	0.06313672727
266	0.06310870519
267	0.06308818048
268	0.06307383781
269	0.06305453084
270	0.06303201816
271	0.06301349288
272	0.06299547379
273	0.06297882193
274	0.06295893496
275	0.06292621792
276	0.062898951
277	0.06286814818
278	0.06284457256
279	0.06281697529
280	0.0627974973
281	0.06277791348
282	0.06276026967
283	0.06274674649
284	0.06271924723
285	0.06269100729
286	0.06267884748
287	0.06266540523
288	0.06264344125
289	0.06262445551
290	0.06260546413
291	0.06258464944
292	0.06256511955
293	0.06254793114
294	0.062532677
295	0.06250755363
296	0.06249360804
297	0.06246417783
298	0.06244820976
299	0.06243212628
300	0.06241862113
301	0.06240404027
302	0.06238603679
303	0.06236713533
304	0.06235442992
305	0.06233683509
306	0.06232352368
307	0.0623089345
308	0.06229582938
309	0.06227893511
310	0.06226499943
311	0.06224965762
312	0.06223439103
313	0.06221450915
314	0.06220109482
315	0.06219166339
316	0.06217735457
317	0.06215850525
318	0.06214290963
319	0.06211228458
320	0.06208750969
321	0.06207363425
322	0.06206271203
323	0.06204994437
324	0.06204112541
325	0.06202152773
326	0.06200740564
327	0.06198665656
328	0.06196430755
329	0.06194955938
330	0.06193321503
331	0.06192164743
332	0.06190135389
333	0.06187917953
334	0.0618667016
335	0.06185595422
336	0.06184564981
337	0.06181817144
338	0.06181004174
339	0.06179040247
340	0.06177829575
341	0.06176630533
342	0.06175044561
343	0.06173792882
344	0.06171490319
345	0.06170260716
346	0.06168562241
347	0.06167740215
348	0.06166623353
349	0.06165494656
350	0.06161356351
351	0.06158927801
352	0.06157642581
353	0.06156534872
354	0.06155562512
355	0.06153565448
356	0.06152444363
357	0.06151128878
358	0.0614980342
359	0.06148623064
360	0.06147088989
361	0.06145909594
362	0.06144197986
363	0.06142145992
364	0.06138963275
365	0.06136217452
366	0.06135404258
367	0.06134368058
368	0.06132939383
369	0.06132235044
370	0.06130545438
371	0.06129265249
372	0.06127884728
373	0.06126812039
374	0.06125738964
375	0.06123414325
376	0.06122314
377	0.06120402692
378	0.06119685343
379	0.06118553143
380	0.06117659597
381	0.06116669999
382	0.06115496808
383	0.061122652
384	0.06111193619
385	0.06109876332
386	0.06107960322
387	0.06107110742
388	0.06106185359
389	0.0610531231
390	0.06104581089
391	0.0610195767
392	0.06099869046
393	0.06098928028
394	0.06097675491
395	0.06096464192
396	0.06095826621
397	0.0609478332
398	0.06093717071
399	0.06092895296
400	0.06090561995
401	0.06088980417
402	0.06087867716
403	0.06086983446
404	0.06086070101
405	0.06085154009
406	0.06083028786
407	0.06082312765
408	0.06080707212
409	0.06079323084
410	0.06078412667
411	0.06077765107
412	0.06076051679
413	0.06074631277
414	0.06073689613
415	0.06072344968
416	0.06071527458
417	0.06070638313
418	0.06069835411
419	0.06069048499
420	0.06068167182
421	0.06065842974
422	0.06064502114
423	0.06063898211
424	0.06062636135
425	0.06061776056
426	0.06060613488
427	0.06059992939
428	0.06058978443
429	0.06058197746
430	0.06057370041
431	0.06056494871
432	0.0605523753
433	0.06053736636
