iter	RMSE
434	0.06052083999
435	0.06050795688
436	0.06048822497
437	0.06047960629
438	0.06047082459
439	0.06046030479
440	0.06044233175
441	0.06042364889
442	0.06041293668
443	0.06040373492
444	0.06039639992
445	0.06038673493
446	0.06037902069
447	0.06036518426
448	0.06035931528
449	0.06034822481
450	0.06034087947
451	0.0603358434
452	0.0603255247
453	0.06031774457
454	0.06030420983
455	0.06029877762
456	0.06029095603
457	0.06027574196
458	0.06026575064
459	0.06025779042
460	0.06025077128
461	0.0602420205
462	0.06022717694
463	0.06022045716
464	0.06021124433
465	0.06020221842
466	0.0601972746
467	0.06018923879
468	0.06018181373
469	0.06017459442
470	0.06016841818
471	0.06015843002
472	0.06014282961
473	0.06013564187
474	0.06012363768
475	0.06011672518
476	0.06010359054
477	0.06009430419
478	0.06008812163
479	0.06007809529
480	0.06007140258
481	0.06004864274
482	0.06003474325
483	0.0600278022
484	0.0600223683
485	0.06000948667
486	0.05999316384
487	0.05998485635
488	0.05997691723
489	0.05996902791
490	0.05996027078
491	0.0599382573
492	0.05993094556
493	0.05992602145
494	0.05992047026
495	0.0599146608
496	0.05989818413
497	0.05989142999
498	0.05986869203
499	0.05985786863
500	0.05984617932
501	0.05984053461
502	0.05983303828
503	0.05982468352
504	0.05981796318
505	0.05980878941
506	0.05980030631
507	0.05979403652
508	0.05978791707
509	0.05978308421
510	0.05977615716
511	0.0597684316
512	0.0597602479
513	0.05974151156
514	0.05973410326
515	0.05972822566
516	0.05972129361
517	0.05971381369
518	0.05970514694
519	0.05969675745
520	0.05969101863
521	0.05968648935
522	0.05967889913
523	0.05967115908
524	0.059664814
525	0.05964553767
526	0.0596262422
527	0.05962183262
528	0.05961289311
529	0.05960342014
530	0.05959849288
531	0.05958821308
532	0.05957951015
533	0.05957263796
534	0.05956422418
535	0.05955726118
536	0.0595513408
537	0.05954413341
538	0.0595307757
539	0.05952447718
540	0.05950990475
541	0.0594936601
542	0.0594871439
543	0.05946796518
544	0.05946160545
545	0.05945243973
546	0.05944280925
547	0.05943342193
548	0.0594257416
549	0.05942120487
550	0.05941677648
551	0.05940367361
552	0.05939162474
553	0.05938294883
554	0.05937589934
555	0.05936965199
556	0.05936559252
557	0.0593563188
558	0.05934995575
559	0.05934318359
560	0.05933280331
561	0.05931928237
562	0.05931475451
563	0.05930688668
564	0.05929117067
565	0.05928621767
566	0.05928225505
567	0.05927232212
568	0.05926531168
569	0.05925701208
570	0.05925072874
571	0.05924546172
572	0.05923949519
573	0.05923278565
574	0.05922674853
575	0.05921229703
576	0.05920072567
577	0.05919592783
578	0.05918912016
579	0.05918288186
580	0.05917791014
581	0.05917263818
582	0.05916784524
583	0.05916333738
584	0.05914826734
585	0.0591416836
586	0.05913795022
587	0.05912752648
588	0.05912234236
589	0.05911685752
590	0.05911169567
591	0.05910687536
592	0.05910098229
593	0.05909581022
594	0.05908892683
595	0.05908598863
596	0.05908214772
597	0.05907269908
598	0.05906781246
599	0.05906169322
600	0.05905555927
601	0.05905007722
602	0.05904391809
603	0.05903728014
604	0.05902964146
605	0.0590217773
606	0.05901663771
607	0.05901064632
608	0.05900703794
609	0.05899970321
610	0.05899346392
611	0.05898557591
612	0.05898124406
613	0.05897577231
614	0.05896984737
615	0.05895813299
616	0.05895142935
617	0.0589447032
618	0.05893931988
619	0.05893370192
620	0.05892838736
621	0.05892411833
622	0.05891851521
623	0.0589146049
624	0.05890914135
625	0.05890377509
626	0.0588967212
627	0.05888720021
628	0.05887984918
629	0.05887414105
630	0.05887046815
631	0.05886580001
632	0.05885619162
633	0.05885383939
634	0.05884523902
635	0.05883604661
636	0.05883274154
637	0.05882682216
638	0.05881416023
639	0.05880780761
640	0.05880323127
641	0.05879025705
642	0.05878694371
643	0.0587795469
644	0.05877271206
645	0.05876437538
646	0.05875189394
647	0.05874698187
648	0.05874174838
649	0.05873659669
650	0.05872739525
651	0.05872002002
652	0.05871557006
653	0.05871094799
654	0.05870170773
655	0.05869650593
656	0.05869150615
657	0.05868673008
658	0.05868328856
659	0.05867868201
660	0.0586733776
661	0.0586603826
662	0.05865350542
663	0.05864949097
664	0.05864518206
665	0.05863920607
666	0.05863421568
667	0.05862946846
668	0.05862603593
669	0.05862162574
670	0.05861459803
671	0.05860835664
672	0.05860469856
673	0.05860057123
674	0.05859496173
675	0.05859265367
676	0.05858694652
677	0.05858307177
678	0.05857883415
679	0.05857513195
680	0.05857053784
681	0.05856479658
682	0.0585496579
683	0.05854418542
684	0.05853887364
685	0.0585358944
686	0.05853235502
687	0.05852172381
688	0.05851638425
689	0.05850989595
690	0.05850384727
691	0.05850077976
692	0.05849416773
693	0.05848908344
694	0.05848229947
695	0.05847707328
696	0.05847195887
697	0.05846887664
698	0.05846449973
699	0.05846037264
700	0.05845616559
701	0.05845165822
702	0.05844640347
703	0.05844153557
704	0.05843769339
705	0.05843268578
706	0.05842636765
707	0.05842171695
708	0.05841556334
709	0.05841094275
710	0.0584082359
711	0.05840550477
712	0.0584015563
713	0.05839563988
714	0.05837895599
715	0.05837336294
716	0.05836730987
717	0.05836399461
718	0.05835877416
719	0.05835441636
720	0.05835007946
721	0.05834696562
722	0.05833988772
723	0.05833481315
724	0.058329611
725	0.05832170573
726	0.05831863526
727	0.05831220172
728	0.05830234386
729	0.05829768307
730	0.05829379876
731	0.05828377831
732	0.05827915025
733	0.05827543644
734	0.05826600494
735	0.05826138122
736	0.05825747919
737	0.05825364487
738	0.05824986093
739	0.05824546916
740	0.05824137874
741	0.05823673489
742	0.05823364174
743	0.05822865886
744	0.05822523589
745	0.05822133056
746	0.05821694975
747	0.05821303992
748	0.05820675491
749	0.05820323529
750	0.05819733604
751	0.0581927821
752	0.05818731759
753	0.05818322771
754	0.058179673
755	0.05816887864
756	0.05816578917
757	0.05815826745
758	0.05815349688
759	0.05814830586
760	0.05814388116
761	0.05814053388
762	0.0581312685
763	0.05812747741
764	0.05812488353
765	0.05811964295
766	0.05811417531
767	0.05809649405
768	0.05809197686
769	0.05808808963
770	0.0580853654
771	0.05808020436
772	0.05807838738
773	0.05807484435
774	0.05807045497
775	0.05806507209
776	0.05806120441
777	0.0580556902
778	0.058051542
779	0.0580470283
780	0.05804420144
781	0.05804080263
782	0.058035965
783	0.05803248132
784	0.05802849494
785	0.05802478193
786	0.05802062007
787	0.05801471315
788	0.05801061381
789	0.05800678877
790	0.05800197545
791	0.05799889601
792	0.05799055786
793	0.05798460577
794	0.05798189167
795	0.05797818482
796	0.0579672179
797	0.05796387166
798	0.05796167399
799	0.05795812533
800	0.05795483589
801	0.0579521361
802	0.05794860266
803	0.05794448926
804	0.05794053385
805	0.05793624572
806	0.05793113688
807	0.0579281957
808	0.05792596435
809	0.05792206927
810	0.05791910458
811	0.05791537418
812	0.0579115943
813	0.05790807129
814	0.05790305818
815	0.05789953016
816	0.0578965638
817	0.05789344192
818	0.05788985904
819	0.05788711859
820	0.05788267583
821	0.05787997845
822	0.0578725387
823	0.05786745944
824	0.05786342201
825	0.05785974481
826	0.05785718721
827	0.05785277294
828	0.05784555781
829	0.05784203921
830	0.0578344137
831	0.05782990271
832	0.05782639236
833	0.05782395535
834	0.05782071437
835	0.05781780278
836	0.05781388414
837	0.05781089633
838	0.05780753776
839	0.05780433823
840	0.05779923739
841	0.05779579637
842	0.05779207598
843	0.05778807772
844	0.05778451794
845	0.05778139552
846	0.05777865536
847	0.05777505376
848	0.05777148932
849	0.05776641962
850	0.05776289596
851	0.05775793548
852	0.05775533287
853	0.05775306051
854	0.05774813277
855	0.05774520237
856	0.05774249303
857	0.05773917185
858	0.05773540464
859	0.05773241906
860	0.05772915878
861	0.05772715381
862	0.05772444738
863	0.05772138312
864	0.05771706831
865	0.05771251081
866	0.0577088597
867	0.05770616703
868	0.05770239448
869	0.05769801124
870	0.05769480802
871	0.05769262903
872	0.05768928603
873	0.05768430128
874	0.05768051698
875	0.05767595055
876	0.05766692791
877	0.05766349869
878	0.05764795489
879	0.05764522223
880	0.05764233177
881	0.05763746651
882	0.05763438065
883	0.05763230637
884	0.05762927194
885	0.05762470287
886	0.0576215256
887	0.05761937858
888	0.0576163014
889	0.05761361111
890	0.0576081179
891	0.05760172249
892	0.05759809794
893	0.05759450816
894	0.05758888916
895	0.05758515096
896	0.05758061896
897	0.05757807652
898	0.05757383374
899	0.0575700003
900	0.0575674021
901	0.05755342828
902	0.05754897817
903	0.0575445912
904	0.05754158976
905	0.05753734246
906	0.0575340924
907	0.05753165474
908	0.05752834175
909	0.05752677048
910	0.05752427368
911	0.05752162361
912	0.05751648605
913	0.05751271505
914	0.0575098743
915	0.05749694646
916	0.05749264289
917	0.05748951885
918	0.05748701267
919	0.05748488932
920	0.05748098272
921	0.05747683494
922	0.05747336603
923	0.05747060317
924	0.05746749033
925	0.0574578708
926	0.0574530582
927	0.05744859249
928	0.05744474638
929	0.05744271051
930	0.05744003539
931	0.05743781943
932	0.05743212066
933	0.057428981
934	0.05742726414
935	0.05742470709
936	0.05742274731
937	0.05741885337
938	0.0574143498
939	0.05741268449
940	0.05741085231
941	0.05740749213
942	0.05740114945
943	0.05740022019
944	0.05739497564
945	0.05739185042
946	0.05738911376
947	0.05738628389
948	0.05738356404
949	0.05738108238
950	0.05737715377
951	0.05737493923
952	0.0573723298
953	0.05736542349
954	0.05735969842
955	0.05735777247
956	0.0573524445
957	0.05734991905
958	0.05734593222
959	0.0573397898
960	0.05733850121
961	0.05733581572
962	0.05733217005
963	0.05732897723
964	0.05732658707
965	0.05732378588
966	0.05732104167
967	0.05731835472
968	0.05730606964
969	0.05730123651
970	0.05729525939
971	0.05729190905
972	0.05728999389
973	0.05728733975
974	0.05728472148
975	0.05728165712
976	0.05727830875
977	0.05727460241
978	0.05727170207
979	0.05726934444
980	0.05726644297
981	0.05726229611
982	0.05725868473
983	0.05725550649
984	0.05725303591
985	0.05725036739
986	0.05724419126
987	0.05724139096
988	0.05723801638
989	0.05723556311
990	0.05722446526
991	0.05721987286
992	0.05721421362
993	0.05721221869
994	0.05720865919
995	0.0572064769
996	0.05720339954
997	0.05720014687
998	0.05719373295
999	0.05719123444
